waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_SHA,TRT_NEU,T,BG	: 	0 	0 	0 	97 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,CY	: 	0 	0 	0 	0 	93 	12 	86 	0 	0 	: 	: 	0 	0 
EE_SHA,TRT_NEU,T,CZ	70 	27 	1 	4 	0 	1 	3 	0 	0 	5 	2 	0 	: 	: 
EE_SHA,TRT_NEU,T,DE	0 	0 	0 	1233 	1618 	35 	212 	101 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	20 	0 	0 	: 
EE_SHA,TRT_NEU,T,EL	0 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,ES	0 	0 	234 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,EU27_2020	: 	: 	: 	1536 	2594 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,EU28	: 	: 	: 	1536 	2594 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,FI	0 	0 	0 	0 	0 	13 	0 	0 	0 	0 	0 	10 	0 	0 
EE_SHA,TRT_NEU,T,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,T,HR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,HU	: 	20 	13 	61 	56 	9 	39 	53 	176 	103 	1 	6 	9 	1 
EE_SHA,TRT_NEU,T,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,T,IS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,IT	: 	: 	: 	10 	71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,LI	152 d	154 d	181 d	121 d	117 d	76 d	39 d	45 d	36 d	50 d	42 d	44 d	: 	: 
EE_SHA,TRT_NEU,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,T,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,T,MT	: 	0 	0 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,NL	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,T,NO	134 	402 	269 	78 	262 	566 	311 	441 	825 	310 	165 	1324 	865 	: 
EE_SHA,TRT_NEU,T,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_SHA,TRT_NEU,T,PT	: 	7 	179 	224 	689 	295 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,T,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,T,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,UK	0 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,AT	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 
EE_TLS,COL,KG_HAB,BE	: 	0.05 	0.05 	0.04 	0.04 	0.03 	0.03 	0.06 	0.02 	0.01 	0.01 	0 	: 	: 
EE_TLS,COL,KG_HAB,BG	: 	0.03 	0.06 	0.05 d	0.05 d	0.02 	0.04 	0.02 	0.03 	0.01 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,CY	: 	0.01 	0 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 
EE_TLS,COL,KG_HAB,CZ	: 	0.05 	0.06 	0.02 	0.03 	0.03 	0.03 	0.02 	0.02 	0.02 	0.01 	0.01 	: 	: 
EE_TLS,COL,KG_HAB,DE	: 	0.08 	0.08 	0.08 	0.12 	0.12 	0.04 	0.04 	0.05 	0.13 	0.09 	0.05 	0.06 	: 
EE_TLS,COL,KG_HAB,DK	: 	0.05 	0.05 	0.09 	0.1 	0.04 	0.06 	0.07 	0.12 	0.16 	0.12 	0.23 	0.07 	: 
EE_TLS,COL,KG_HAB,EE	: 	0 	0 	0.01 	0.04 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 
EE_TLS,COL,KG_HAB,EL	: 	0.01 	0.02 d	0.02 	0.03 d	0.02 d	0.03 d	0.02 d	0.02 	0.04 	0.03 	0.02 	0.01 	0 
EE_TLS,COL,KG_HAB,ES	: 	0.08 	0.06 	0.04 	0.05 	0.05 	0.06 	0.07 	0.06 	0.07 	0.08 	0.08 	0 	: 
EE_TLS,COL,KG_HAB,EU27_2020	: 	0.05 s	0.05 s	0.04 	0.05 	0.05 	0.04 	0.04 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,EU28	: 	0.05 s	0.05 s	0.04 	0.05 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,FI	: 	0.03 	0.02 	0.03 	0.03 	0.03 	0.02 	0.03 	0.02 	0 	0 	0 	0 	0 
EE_TLS,COL,KG_HAB,FR	: 	0.04 	0.04 	0.04 	0.03 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 	0 	0 	: 
EE_TLS,COL,KG_HAB,HR	: 	0.01 	0.01 	0.02 	0.03 	0 	0.01 	0.02 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,HU	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.06 	0.01 	0 	0.01 	0 	0 	0.01 	0 
EE_TLS,COL,KG_HAB,IE	: 	0.06 	0.03 	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	0 	0.01 	0.01 	: 	: 
EE_TLS,COL,KG_HAB,IS	: 	0.03 	0.01 	0.02 	0 	0 	0.01 	0.01 	0.03 	0 	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,IT	: 	: 	: 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL,KG_HAB,LI	: 	: 	: 	: 	: 	: 	0 d	0 d	0 d	0 d	: 	: 	: 	: 
EE_TLS,COL,KG_HAB,LT	: 	0.03 	0.03 	0.02 	0.03 	0.03 	0.02 	0.05 	0.04 	0.04 	0.06 	0.05 	0.02 	0.01 
EE_TLS,COL,KG_HAB,LU	: 	0.11 	0.11 	0.1 	0.1 	0.04 	0.04 	0.05 	0.05 	0.14 	0.13 	0.03 	0.09 	: 
EE_TLS,COL,KG_HAB,LV	: 	0.05 	0.03 	0.05 	0.1 	0.1 	0.1 	0.17 	0.05 	0.38 	0.14 	0.11 	: 	: 
EE_TLS,COL,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL,KG_HAB,NL	: 	0.05 	0.06 	0.05 	0.03 	0.03 	0.04 	0.05 	0.03 	0 	0.02 	0.02 	0.02 	0.03 
EE_TLS,COL,KG_HAB,NO	: 	0.14 	0.14 	0.12 	0.11 	0.13 	0.09 	0.1 	0.1 	0.13 	0.12 	0.38 	0.06 	0.04 
EE_TLS,COL,KG_HAB,PL	: 	0.1 	0.08 	0.09 	0.06 	0.07 	0.09 	0.07 	0.04 	0.05 	0.01 	0 	0 	: 
EE_TLS,COL,KG_HAB,PT	: 	0.01 	0.01 d	0.01 	0.01 	0.01 	0.02 	0.03 	0.01 	0.01 	0.01 	0.02 	0 	: 
EE_TLS,COL,KG_HAB,RO	: 	: 	0.01 	0.01 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	: 
EE_TLS,COL,KG_HAB,SE	: 	0.07 	0.08 	0.09 	0.08 	0.08 	0.07 	0.07 	0.07 	0.07 	0.03 	0.01 	0.08 	0.03 
EE_TLS,COL,KG_HAB,SI	: 	0.03 	0.01 	0.01 	0.02 	0.02 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 
EE_TLS,COL,KG_HAB,SK	: 	0.03 	0.02 	0.01 	0.03 	0.02 	0.04 	0.04 	0.01 	0 	0 	0 	0 	0 
EE_TLS,COL,KG_HAB,UK	: 	0.04 	0.04 	0.04 	0.03 d	0.03 	0.04 	0.05 	0.01 	0.01 	0.01 	0.01 	: 	: 
EE_TLS,COL,T,AT	101 	100 	91 	89 	88 	80 	78 	70 	65 	61 	62 	48 	44 	11 
EE_TLS,COL,T,BE	673 	604 	536 	487 	421 	322 	351 	636 	231 	118 	96 	19 	: 	: 
EE_TLS,COL,T,BG	: 	224 	431 	388 d	377 d	128 	324 	141 	256 	90 	: 	: 	: 	: 
EE_TLS,COL,T,CY	: 	4 	3 	4 	2 	2 	10 	6 	10 	10 	3 	1 	: 	: 
EE_TLS,COL,T,CZ	551 	540 	597 	219 	268 	319 	352 	234 	236 	176 	77 	61 	: 	: 
EE_TLS,COL,T,DE	7060 	6845 	6826 	6212 	9779 	9922 	3148 	3519 	3770 	10754 	7734 	4282 	4596 	: 
EE_TLS,COL,T,DK	1052 	267 	264 	492 	551 	216 	341 	383 	650 	896 	642 	1250 	359 	: 
EE_TLS,COL,T,EE	20 	5 	1 	8 	54 	10 	8 	18 	15 	9 	11 	0 	1 	: 
EE_TLS,COL,T,EL	127 	132 	169 d	163 	292 d	208 d	282 d	231 d	249 	404 	305 	214 	60 	3 
EE_TLS,COL,T,ES	2500 	3577 	2597 	1794 	2266 	2433 	2882 	3406 	2753 	3436 	3660 	3410 	208 	: 
EE_TLS,COL,T,EU27_2020	: 	22418 s	20870 s	19185 	21195 	20094 	15779 	16081 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,T,EU28	: 	24863 s	23702 s	22002 	23392 	22239 	18015 	19273 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,T,FI	301 	157 	137 	178 	153 	167 	83 	141 	99 	11 	17 	22 	13 	6 
EE_TLS,COL,T,FR	8618 	2852 	2869 	2832 	1868 	1500 	1360 	1273 	1022 	885 	427 	160 	97 	: 
EE_TLS,COL,T,HR	87 	38 	50 	73 	117 	21 	33 	68 	: 	: 	: 	: 	: 	: 
EE_TLS,COL,T,HU	: 	90 	86 	80 	81 	94 	609 	63 	48 	75 	16 	12 	140 	11 
EE_TLS,COL,T,IE	188 	278 	120 	68 	40 	49 	50 	99 	48 	19 	49 	65 	: 	: 
EE_TLS,COL,T,IS	: 	12 	5 	5 	0 	0 	4 	2 	10 	1 	: 	: 	: 	: 
EE_TLS,COL,T,IT	: 	: 	: 	485 	366 	204 	220 	252 	230 	211 	179 	98 	: 	: 
EE_TLS,COL,T,LI	: 	: 	: 	: 	: 	: 	0 d	0 d	0 d	0 d	: 	: 	: 	: 
EE_TLS,COL,T,LT	: 	93 	94 	49 	91 	103 	60 	146 	114 	117 	179 	161 	50 	21 
EE_TLS,COL,T,LU	: 	63 	64 	60 	55 	24 	23 	25 	24 	68 	62 	15 	42 	: 
EE_TLS,COL,T,LV	178 	101 	65 	106 	196 	208 	199 	351 	104 	808 	308 	250 	: 	: 
EE_TLS,COL,T,MT	: 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL,T,NL	1061 	870 	1027 	887 	528 	453 	694 	830 	485 	78 	404 	377 	319 	530 
EE_TLS,COL,T,NO	675 	752 	735 	637 	583 	669 	458 	480 	479 	641 	592 	1794 	293 	199 
EE_TLS,COL,T,PL	: 	3903 	3150 	3324 	2428 	2513 	3449 	2812 	1569 	1756 	222 	95 	38 	: 
EE_TLS,COL,T,PT	: 	151 	143 d	148 	132 	135 	207 	329 	107 	105 	56 	162 	0 	: 
EE_TLS,COL,T,RO	: 	: 	116 	107 	66 	90 	60 	95 	63 	112 	33 	3 	1 	: 
EE_TLS,COL,T,SE	772 	731 	812 	835 	757 	733 	689 	700 	697 	607 	234 	133 	747 	280 
EE_TLS,COL,T,SI	: 	65 	16 	21 	33 	33 	48 	30 	14 	25 	18 	23 	: 	: 
EE_TLS,COL,T,SK	: 	184 	120 	78 	185 	127 	218 	223 	31 	11 	7 	4 	3 	2 
EE_TLS,COL,T,UK	2288 	2445 	2832 	2817 	2197 d	2145 	2237 	3192 	803 	638 	631 	337 	: 	: 
EE_TLS,COL_HH,KG_HAB,AT	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 
EE_TLS,COL_HH,KG_HAB,BE	: 	0.05 	0.05 	0.04 	0.04 	0.03 	0.03 	0.06 	0.02 	0.01 	0.01 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,BG	: 	0.03 	0.06 	0.05 	0.05 	0.02 	0.04 	0.02 	0.03 	0.01 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,CY	: 	0 	0 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,CZ	: 	0.05 	0.06 	0.02 	0.01 	0.02 	0.02 	0.01 	0.02 	0.01 	0.01 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,DE	: 	0.05 	0.07 	0.06 	0.05 	0.08 	0.04 	0.04 	0.04 	0.13 	0.06 	0.05 	0.03 	: 
EE_TLS,COL_HH,KG_HAB,DK	: 	0.05 	0.05 	0.09 	0.1 	0.04 	0.06 	0.07 	0.12 	0.16 	0.12 	0.23 	0.07 	: 
EE_TLS,COL_HH,KG_HAB,EE	: 	0 	0 	0.01 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 
EE_TLS,COL_HH,KG_HAB,EL	: 	0.01 	0.02 d	0.02 	0.03 d	0.02 d	0.03 d	0.02 d	0.02 	0.03 	0.02 	0.02 	0 	0 
EE_TLS,COL_HH,KG_HAB,ES	: 	0.04 	0.02 	0.01 	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	0 	0.01 	0 	: 
EE_TLS,COL_HH,KG_HAB,EU27_2020	: 	0.04 s	: 	0.04 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,EU28	: 	0.04 s	: 	0.04 	0.03 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,FI	: 	0.03 	0.02 	0.03 	0.03 	0.03 	0.02 	0.03 	0.02 	0 	0 	0 	0 	0 
EE_TLS,COL_HH,KG_HAB,FR	: 	0.04 	0.04 	0.04 	0.03 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 	0 	0 	: 
EE_TLS,COL_HH,KG_HAB,HR	: 	0.01 	0.01 	0.01 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,HU	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.06 	0.01 	0 	0.01 	0 	0 	0.01 	0 
EE_TLS,COL_HH,KG_HAB,IE	: 	0.03 	0.02 	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	0 	0 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,IS	: 	0.02 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,IT	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,LT	: 	0.03 	0.03 	0.02 	0.03 	0.03 	0.02 	0.04 	0.04 	0.04 	0.06 	0.05 	0.01 	0.01 
EE_TLS,COL_HH,KG_HAB,LU	: 	0.11 	0.11 	0.1 	0.1 	0.04 	0.04 	0.05 	0.05 	0.14 	0.13 	0.03 	0.09 	: 
EE_TLS,COL_HH,KG_HAB,LV	: 	0.05 	0.03 	0.05 	0.06 	0.07 	0.01 	0.02 	0.04 	0.03 	0.06 	0.06 	: 	: 
EE_TLS,COL_HH,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_HH,KG_HAB,NL	: 	0.05 	0.06 	0.05 	0.03 	0.03 	0.03 	0.04 	0.03 	0 	0.02 	0.02 	0.02 	0.03 
EE_TLS,COL_HH,KG_HAB,NO	: 	0.11 	0.1 	0.09 	0.08 	0.09 	0.07 	0.08 	0.07 	0.08 	0.06 	0.23 	0.04 	: 
EE_TLS,COL_HH,KG_HAB,PL	: 	0.1 	0.08 	0.09 	0.06 	0.06 	0.08 	0.07 	0.04 	0.04 	0 	0 	0 	: 
EE_TLS,COL_HH,KG_HAB,PT	: 	0 	: 	0.01 	0.01 	0.01 	0.02 	0.03 	0.01 	0.01 	0.01 	0.01 	0 	: 
EE_TLS,COL_HH,KG_HAB,RO	: 	: 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_HH,KG_HAB,SE	: 	0.07 	0.07 	0.07 	0.07 	0.07 	0.07 	0.07 	0.07 	0.07 	0.02 	0.01 	0.08 	0.03 
EE_TLS,COL_HH,KG_HAB,SI	: 	0.03 	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	0 	0.01 	0 	0 	: 	: 
EE_TLS,COL_HH,KG_HAB,SK	: 	0.02 	0.01 	0.01 	0.03 	0.02 	0.04 	0.04 	0.01 	0 	0 	0 	0 	0 
EE_TLS,COL_HH,KG_HAB,UK	: 	0.04 	0.04 	0.04 	0.03 d	0.03 	0.04 	0.05 	0.01 	0.01 	0.01 	0 	: 	: 
EE_TLS,COL_HH,T,AT	101 	100 	91 	89 	88 	80 	78 	70 	65 	61 	62 	48 	44 	11 
EE_TLS,COL_HH,T,BE	599 	534 	516 	422 	421 	322 	351 	636 	231 	118 	96 	13 	: 	: 
EE_TLS,COL_HH,T,BG	: 	223 	427 	376 	375 	125 	318 	140 	255 	89 	: 	: 	: 	: 
EE_TLS,COL_HH,T,CY	: 	2 	2 	4 	2 	2 	10 	6 	10 	10 	3 	1 	: 	: 
EE_TLS,COL_HH,T,CZ	530 	524 	591 	198 	157 	250 	209 	65 	195 	102 	75 	25 	: 	: 
EE_TLS,COL_HH,T,DE	6176 	4442 	5403 	4775 	4118 	6566 	2863 	3177 	3429 	10416 	5060 	3865 	2534 	: 
EE_TLS,COL_HH,T,DK	1048 	265 	260 	488 	548 	214 	340 	383 	649 	894 	641 	1247 	359 	: 
EE_TLS,COL_HH,T,EE	19 	3 	1 	8 	29 	7 	7 	18 	15 	9 	11 	0 	1 	: 
EE_TLS,COL_HH,T,EL	127 	132 	169 d	163 	292 d	208 d	282 d	219 d	206 	314 	241 	214 	54 	0 
EE_TLS,COL_HH,T,ES	1375 	1750 	1152 	475 	749 	1139 	1002 	1109 	717 	551 	195 	525 	208 	: 
EE_TLS,COL_HH,T,EU27_2020	: 	17478 s	: 	15842 	13310 	15127 	12565 	12479 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,T,EU28	: 	19921 s	: 	18658 	15505 	17269 	14797 	15670 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,T,FI	299 	151 	134 	143 	145 	163 	83 	141 	99 	11 	17 	19 	12 	6 
EE_TLS,COL_HH,T,FR	8618 	2851 	2868 	2832 	1868 	1500 	1360 	1273 	1022 	885 	427 	160 	5 	: 
EE_TLS,COL_HH,T,HR	52 	31 	48 	36 	12 	5 	9 	19 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_HH,T,HU	: 	90 	86 	80 	81 	94 	605 	63 	46 	75 	16 	12 	140 	11 
EE_TLS,COL_HH,T,IE	177 	166 	96 	43 	36 	32 	37 	83 	31 	3 	0 	0 	: 	: 
EE_TLS,COL_HH,T,IS	: 	7 	3 	3 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_HH,T,IT	: 	: 	: 	246 	166 	204 	220 	252 	230 	211 	179 	98 	: 	: 
EE_TLS,COL_HH,T,LT	: 	92 	93 	47 	91 	103 	59 	134 	114 	117 	179 	161 	48 	21 
EE_TLS,COL_HH,T,LU	: 	63 	64 	60 	55 	24 	23 	25 	24 	68 	62 	15 	42 	: 
EE_TLS,COL_HH,T,LV	178 	101 	65 	102 	127 	143 	22 	35 	89 	72 	131 	129 	: 	: 
EE_TLS,COL_HH,T,MT	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_HH,T,NL	1061 	870 	1027 	887 	523 	449 	582 	705 	485 	71 	399 	377 	319 	530 
EE_TLS,COL_HH,T,NO	455 	563 	536 	445 	424 	479 	349 	377 	346 	397 	277 	1094 	165 	: 
EE_TLS,COL_HH,T,PL	: 	3856 	3009 	3303 	2391 	2421 	2939 	2579 	1396 	1651 	23 	36 	22 	: 
EE_TLS,COL_HH,T,PT	: 	0 	: 	145 	131 	133 	202 	319 	107 	105 	56 	157 	0 	: 
EE_TLS,COL_HH,T,RO	: 	: 	110 	97 	59 	82 	57 	86 	44 	67 	32 	3 	1 	: 
EE_TLS,COL_HH,T,SE	696 	667 	743 	730 	640 	705 	654 	689 	686 	606 	222 	133 	744 	279 
EE_TLS,COL_HH,T,SI	: 	63 	15 	16 	25 	28 	47 	29 	5 	16 	6 	2 	: 	: 
EE_TLS,COL_HH,T,SK	: 	125 	81 	78 	183 	127 	207 	223 	31 	11 	7 	4 	3 	2 
EE_TLS,COL_HH,T,UK	2285 	2443 	2829 	2817 	2195 d	2142 	2233 	3191 	786 	635 	616 	172 	: 	: 
EE_TLS,COL_OTH,KG_HAB,AT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,BE	: 	0.01 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL_OTH,KG_HAB,BG	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,CY	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL_OTH,KG_HAB,CZ	: 	0 	0 	0 	0.01 	0.01 	0.01 	0.02 	0 	0.01 	0 	0 	: 	: 
EE_TLS,COL_OTH,KG_HAB,DE	: 	0.03 	0.02 	0.02 	0.07 	0.04 	0 	0 	0 	0 	0.03 	0.01 	0.03 	: 
EE_TLS,COL_OTH,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,EE	: 	0 	0 	0 	0.02 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,EL	: 	0 	0 	0 	0 d	0 d	0 	0 d	0 	0.01 	0.01 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,ES	: 	0.04 	0.03 	0.03 	0.03 	0.03 	0.04 	0.05 	0.04 	0.06 	0.08 	0.06 	: 	: 
EE_TLS,COL_OTH,KG_HAB,EU27_2020	: 	0.01 s	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,EU28	: 	0.01 s	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,FI	: 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,HR	: 	0 	0 	0.01 	0.02 	0 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,IE	: 	0.02 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0.01 	0.01 	: 	: 
EE_TLS,COL_OTH,KG_HAB,IS	: 	0.01 	0.01 	0.01 	0 	0 	0.01 	0 	0.03 	0 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,IT	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,LV	: 	0 	0 	0 	0.03 	0.03 	0.09 	0.15 	0.01 	0.34 	0.08 	0.06 	: 	: 
EE_TLS,COL_OTH,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_TLS,COL_OTH,KG_HAB,NL	: 	0 	0 	0 	0 	0 	0.01 	0.01 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,NO	: 	0.04 	0.04 	0.04 	0.03 	0.04 	0.02 	0.02 	0.03 	0.05 	0.07 	0.15 	0.03 	: 
EE_TLS,COL_OTH,KG_HAB,PL	: 	0 	0 	0 	0 	0 	0.01 	0.01 	0 	0 	0.01 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,PT	: 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_TLS,COL_OTH,KG_HAB,SE	: 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0.01 	: 	: 
EE_TLS,COL_OTH,KG_HAB,SK	: 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,KG_HAB,UK	: 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL_OTH,T,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_TLS,COL_OTH,T,BE	74 	70 	20 	64 	0 	0 	1 	0 	0 	0 	0 	6 	: 	: 
EE_TLS,COL_OTH,T,BG	: 	1 	4 	12 	2 	2 	7 	1 	0 	1 	: 	: 	: 	: 
EE_TLS,COL_OTH,T,CY	: 	2 	2 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_TLS,COL_OTH,T,CZ	21 	17 	7 	20 	111 	69 	143 	169 	41 	74 	2 	37 	: 	: 
EE_TLS,COL_OTH,T,DE	884 	2403 	1424 	1437 	5661 	3356 	285 	342 	341 	338 	2674 	417 	2062 	: 
